image,split,estimated_players,occupied_cells,n_CSK,n_DC,n_GT,n_KKR,n_LSG,n_MI,n_PBKS,n_RR,n_RCB,n_SRH
KKRvsLSG_image_99.jpg,Train,1,1,0,0,0,1,0,0,0,0,0,0
GTvsMI_image_204.jpg,Train,1,6,0,0,0,0,0,1,0,0,0,0
RCBvsCSK_image_147.jpg,Train,2,14,1,0,0,0,0,0,0,0,1,0
GTvsRR_image_92.jpg,Train,1,10,0,0,0,0,0,0,0,1,0,0
KKRvsCSK_image_141.jpg,Train,1,14,1,0,0,0,0,0,0,0,0,0
KKRvsRR_image_292.jpg,Train,1,6,0,0,0,0,0,0,0,1,0,0
LSGvsCSK_image_40.jpg,Train,1,6,0,0,0,0,1,0,0,0,0,0
KKRvsRCB_image_49.jpg,Train,2,4,0,0,0,1,0,0,0,0,1,0
RCBvsRR_image_0.jpg,Train,1,9,0,0,0,0,0,0,0,1,0,0
KKRvsRR_image_0.jpg,Train,1,6,0,0,0,1,0,0,0,0,0,0
SRHvsMI_image_120.jpg,Train,1,12,0,0,0,0,0,0,0,0,0,1
KKRvsPBKS_image_61.jpg,Train,2,9,0,0,0,0,0,0,2,0,0,0
KKRvsPBKS_image_150.jpg,Train,1,4,0,0,0,0,0,0,1,0,0,0
GTvsRR_image_16.jpg,Train,1,10,0,0,0,0,0,0,0,1,0,0
SRHvsPBKS_image_49.jpg,Train,2,5,0,0,0,0,0,0,0,0,0,2
KKRvsSRH_image_3.jpg,Train,1,10,0,0,0,1,0,0,0,0,0,0
SRHvsMI_image_161.jpg,Train,1,18,0,0,0,0,0,1,0,0,0,0
RCBvsCSK_image_304.jpg,Train,1,5,0,0,0,0,0,0,0,0,1,0
RCBvsSRH_image_176.jpg,Train,1,24,0,0,0,0,0,0,0,0,0,1
LSGvsRCB_image_41.jpg,Train,3,7,0,0,0,0,2,0,0,0,1,0
SRHvsDC_image_60.jpg,Train,1,8,0,1,0,0,0,0,0,0,0,0
PBKSvsDC_image_0.jpg,Train,1,3,0,0,0,0,0,0,1,0,0,0
SRHvsDC_image_52.jpg,Train,2,10,0,1,0,0,0,0,0,0,0,1
SRHvsMI_image_22.jpg,Train,1,29,0,0,0,0,0,0,0,0,0,1
RCBvsRR_image_24.jpg,Train,2,18,0,0,0,0,0,0,0,1,1,0
MIvsKKR_image_101.jpg,Train,1,9,0,0,0,0,0,1,0,0,0,0
PBKSvsCSK_image_296.jpg,Train,1,4,0,0,0,0,0,0,1,0,0,0
SRHvsMI_image_240.jpg,Train,2,39,0,0,0,0,0,2,0,0,0,0
SRHvsPBKS_image_69.jpg,Train,1,6,0,0,0,0,0,0,0,0,0,1
KKRvsGT_image_208.jpg,Train,1,8,0,0,1,0,0,0,0,0,0,0
LSGvsMI_image_124.jpg,Train,1,5,0,0,0,0,0,1,0,0,0,0
RCBvsPBKS_image_99.jpg,Train,2,23,0,0,0,0,0,0,1,0,0,1
KKRvsRCB_image_7.jpg,Train,1,2,0,0,0,1,0,0,0,0,0,0
LSGvsMI_image_122.jpg,Train,1,8,0,0,0,0,0,1,0,0,0,0
GTvsMI_image_224.jpg,Train,2,4,0,0,1,0,0,1,0,0,0,0
GTvsMI_image_247.jpg,Train,3,11,0,0,3,0,0,0,0,0,0,0
KKRvsRR_image_256.jpg,Train,3,14,0,0,0,0,0,0,0,3,0,0
SRHvsMI_image_79.jpg,Train,2,10,0,0,0,0,0,0,0,0,0,2
SRHvsMI_image_33.jpg,Train,2,39,0,0,0,0,0,1,0,0,0,1
RCBvsCSK_image_360.jpg,Train,1,4,0,0,0,0,0,0,0,0,1,0
SRHvsMI_image_236.jpg,Train,1,37,0,0,0,0,0,0,0,0,0,1
SRHvsMI_image_143.jpg,Train,2,20,0,0,0,0,0,1,0,0,0,1
PBKSvsDC_image_41.jpg,Train,2,29,0,0,0,0,0,0,2,0,0,0
SRHvsDC_image_36.jpg,Train,1,5,0,0,0,0,0,0,0,0,0,1
MIvsCSK_image_7.jpg,Train,1,10,0,0,0,0,0,1,0,0,0,0
KKRvsCSK_image_99.jpg,Train,2,19,2,0,0,0,0,0,0,0,0,0
MIvsDC_image_155.jpg,Train,1,4,0,1,0,0,0,0,0,0,0,0
SRHvsRR_image_115.jpg,Train,1,6,0,0,0,0,0,0,0,1,0,0
RCBvsGT_image_11.jpg,Train,2,8,0,0,1,0,0,0,0,0,1,0
KKRvsSRH_image_178.jpg,Train,2,15,0,0,0,1,0,0,0,0,0,1
RCBvsPBKS_image_5.jpg,Train,1,10,0,0,0,0,0,0,0,0,1,0
RCBvsGT_image_36.jpg,Train,3,10,0,0,2,0,0,0,0,0,1,0
KKRvsSRH_image_68.jpg,Train,1,15,0,0,0,1,0,0,0,0,0,0
KKRvsRCB_image_50.jpg,Train,2,5,0,0,0,2,0,0,0,0,0,0
LSGvsSRH_image_256.jpg,Train,1,5,0,0,0,0,1,0,0,0,0,0
LSGvsSRH_image_32.jpg,Train,1,6,0,0,0,0,0,0,0,0,0,1
SRHvsMI_image_153.jpg,Train,1,21,0,0,0,0,0,1,0,0,0,0
SRHvsMI_image_45.jpg,Train,1,26,0,0,0,0,0,0,0,0,0,1
GTvsSRH_image_59.jpg,Train,1,5,0,0,1,0,0,0,0,0,0,0
PBKSvsMI_image_79.jpg,Train,1,10,0,0,0,0,0,0,1,0,0,0
KKRvsCSK_image_27.jpg,Train,1,7,0,0,0,1,0,0,0,0,0,0
RCBvsRR_image_82.jpg,Train,2,9,0,0,0,0,0,0,0,0,2,0
SRHvsRR_image_29.jpg,Train,2,14,0,0,0,0,0,0,0,1,0,1
KKRvsRCB_image_24.jpg,Train,2,5,0,0,0,0,0,0,0,0,2,0
SRHvsDC_image_134.jpg,Train,2,10,0,2,0,0,0,0,0,0,0,0
GTvsSRH_image_35.jpg,Train,1,4,0,0,1,0,0,0,0,0,0,0
MIvsDC_image_136.jpg,Train,0,0,0,0,0,0,0,0,0,0,0,0
LSGvsCSK_image_132.jpg,Train,2,22,0,0,0,0,2,0,0,0,0,0
MIvsKKR_image_108.jpg,Train,2,8,0,0,0,0,0,2,0,0,0,0
KKRvsLSG_image_105.jpg,Train,0,0,0,0,0,0,0,0,0,0,0,0
RRvsLSG_image_82.jpg,Train,2,6,0,0,0,0,2,0,0,0,0,0
KKRvsPBKS_image_90.jpg,Train,1,4,0,0,0,0,0,0,1,0,0,0
GTvsSRH_image_165.jpg,Train,2,14,0,0,0,0,0,0,0,0,0,2
KKRvsSRH_image_89.jpg,Train,1,9,0,0,0,1,0,0,0,0,0,0
LSGvsMI_image_197.jpg,Train,1,6,0,0,0,0,1,0,0,0,0,0
KKRvsLSG_image_104.jpg,Train,1,2,0,0,0,1,0,0,0,0,0,0
PBKSvsMI_image_18.jpg,Train,2,18,0,0,0,0,0,2,0,0,0,0
RCBvsPBKS_image_78.jpg,Train,2,12,0,0,0,0,0,0,1,0,1,0
LSGvsRCB_image_183.jpg,Train,1,1,0,0,0,0,0,0,0,0,1,0
KKRvsCSK_image_50.jpg,Train,1,11,1,0,0,0,0,0,0,0,0,0
PBKSvsDC_image_25.jpg,Train,1,5,0,0,0,0,0,0,1,0,0,0
PBKSvsCSK_image_50.jpg,Train,3,11,2,0,0,0,0,0,1,0,0,0
KKRvsSRH_image_75.jpg,Train,1,13,0,0,0,0,0,0,0,0,0,1
PBKSvsCSK_image_26.jpg,Train,2,11,1,0,0,0,0,0,1,0,0,0
PBKSvsCSK_image_289.jpg,Train,2,7,1,0,0,0,0,0,1,0,0,0
RCBvsRR_image_56.jpg,Train,3,21,0,0,0,0,0,0,0,2,1,0
PBKSvsCSK_image_207.jpg,Train,1,12,0,0,0,0,0,0,1,0,0,0
LSGvsCSK_image_127.jpg,Train,2,13,2,0,0,0,0,0,0,0,0,0
KKRvsCSK_image_289.jpg,Train,1,4,1,0,0,0,0,0,0,0,0,0
KKRvsLSG_image_47.jpg,Train,0,0,0,0,0,0,0,0,0,0,0,0
RCBvsGT_image_142.jpg,Train,1,8,0,0,0,0,0,0,0,0,1,0
SRHvsRR_image_123.jpg,Train,2,20,0,0,0,0,0,0,0,0,0,2
KKRvsPBKS_image_218.jpg,Train,1,3,0,0,0,1,0,0,0,0,0,0
PBKSvsDC_image_68.jpg,Train,1,7,0,1,0,0,0,0,0,0,0,0
RCBvsDC_image_57.jpg,Train,1,21,0,0,0,0,0,0,0,0,1,0
KKRvsPBKS_image_108.jpg,Train,1,1,0,0,0,0,0,0,1,0,0,0
KKRvsCSK_image_149.jpg,Train,2,8,1,0,0,1,0,0,0,0,0,0
GTvsMI_image_125.jpg,Train,1,7,0,0,0,0,0,1,0,0,0,0
SRHvsPBKS_image_144.jpg,Train,1,10,0,0,0,0,0,0,0,0,0,1
SRHvsMI_image_214.jpg,Train,1,5,0,0,0,0,0,0,0,0,0,1
GTvsMI_image_278.jpg,Train,1,5,0,0,0,0,0,1,0,0,0,0
PBKSvsCSK_image_86.jpg,Train,2,16,0,0,0,0,0,0,2,0,0,0
PBKSvsCSK_image_64.jpg,Train,1,8,1,0,0,0,0,0,0,0,0,0
PBKSvsCSK_image_125.jpg,Train,1,16,1,0,0,0,0,0,0,0,0,0
RCBvsRR_image_213.jpg,Train,2,9,0,0,0,0,0,0,0,2,0,0
KKRvsPBKS_image_48.jpg,Train,1,4,0,0,0,1,0,0,0,0,0,0
KKRvsPBKS_image_224.jpg,Train,2,9,0,0,0,1,0,0,1,0,0,0
RCBvsDC_image_19.jpg,Train,1,18,0,1,0,0,0,0,0,0,0,0
SRHvsDC_image_120.jpg,Train,3,8,0,0,0,0,0,0,0,0,0,3
MIvsCSK_image_281.jpg,Train,2,5,0,0,0,0,0,2,0,0,0,0
RCBvsGT_image_74.jpg,Train,1,13,0,0,1,0,0,0,0,0,0,0
SRHvsMI_image_223.jpg,Train,2,23,0,0,0,0,0,1,0,0,0,1
LSGvsRCB_image_179.jpg,Train,1,5,0,0,0,0,0,0,0,0,1,0
SRHvsMI_image_175.jpg,Train,1,10,0,0,0,0,0,0,0,0,0,1
MIvsDC_image_341.jpg,Train,2,5,0,1,0,0,0,1,0,0,0,0
SRHvsRR_image_23.jpg,Train,2,19,0,0,0,0,0,0,0,2,0,0
KKRvsSRH_image_10.jpg,Train,1,13,0,0,0,1,0,0,0,0,0,0
GTvsMI_image_211.jpg,Train,2,6,0,0,0,0,0,2,0,0,0,0
SRHvsPBKS_image_38.jpg,Train,2,4,0,0,0,0,0,0,2,0,0,0
KKRvsSRH_image_260.jpg,Train,2,24,0,0,0,1,0,0,0,0,0,1
SRHvsDC_image_6.jpg,Train,1,12,0,0,0,0,0,0,0,0,0,1
KKRvsSRH_image_69.jpg,Train,1,28,0,0,0,0,0,0,0,0,0,1
KKRvsPBKS_image_141.jpg,Train,1,1,0,0,0,0,0,0,1,0,0,0
KKRvsLSG_image_70.jpg,Train,1,17,0,0,0,0,1,0,0,0,0,0
MIvsKKR_image_57.jpg,Train,1,30,0,0,0,0,0,1,0,0,0,0
PBKSvsCSK_image_65.jpg,Train,1,8,0,0,0,0,0,0,1,0,0,0
SRHvsRR_image_37.jpg,Train,1,9,0,0,0,0,0,0,0,1,0,0
KKRvsLSG_image_20.jpg,Train,0,0,0,0,0,0,0,0,0,0,0,0
GTvsRR_image_47.jpg,Train,1,8,0,0,1,0,0,0,0,0,0,0
KKRvsPBKS_image_223.jpg,Train,1,1,0,0,0,0,0,0,1,0,0,0
RRvsLSG_image_7.jpg,Train,1,4,0,0,0,0,0,0,0,1,0,0
KKRvsLSG_image_74.jpg,Train,0,0,0,0,0,0,0,0,0,0,0,0
SRHvsMI_image_152.jpg,Train,2,14,0,0,0,0,0,1,0,0,0,1
RCBvsCSK_image_305.jpg,Train,1,4,0,0,0,0,0,0,0,0,1,0
KKRvsLSG_image_103.jpg,Train,2,3,0,0,0,1,1,0,0,0,0,0
GTvsSRH_image_97.jpg,Train,2,6,0,0,2,0,0,0,0,0,0,0
KKRvsRCB_image_2.jpg,Train,1,6,0,0,0,0,0,0,0,0,1,0
GTvsPBKS_image_1.jpg,Train,1,2,0,0,1,0,0,0,0,0,0,0
MIvsCSK_image_30.jpg,Train,1,2,1,0,0,0,0,0,0,0,0,0
GTvsSRH_image_220.jpg,Train,1,4,0,0,0,0,0,0,0,0,0,1
GTvsMI_image_266.jpg,Train,2,5,0,0,1,0,0,1,0,0,0,0
KKRvsPBKS_image_159.jpg,Train,2,8,0,0,0,0,0,0,1,0,1,0
LSGvsSRH_image_225.jpg,Train,1,7,0,0,0,0,1,0,0,0,0,0
RCBvsCSK_image_54.jpg,Train,1,3,1,0,0,0,0,0,0,0,0,0
PBKSvsCSK_image_165.jpg,Train,1,5,1,0,0,0,0,0,0,0,0,0
PBKSvsDC_image_76.jpg,Train,1,7,0,0,0,0,0,0,1,0,0,0
RCBvsSRH_image_129.jpg,Train,1,20,0,0,0,0,0,0,0,0,0,1
SRHvsDC_image_85.jpg,Train,1,15,0,0,0,0,0,0,0,0,0,1
SRHvsMI_image_57.jpg,Train,1,16,0,0,0,0,0,1,0,0,0,0
RCBvsDC_image_16.jpg,Train,2,8,0,1,0,0,0,0,0,0,1,0
GTvsMI_image_261.jpg,Train,1,4,0,0,1,0,0,0,0,0,0,0
KKRvsLSG_image_82.jpg,Train,1,42,0,0,0,0,1,0,0,0,0,0
KKRvsSRH_image_96.jpg,Train,2,47,0,0,0,1,0,0,0,0,0,1
MIvsDC_image_182.jpg,Train,4,30,0,3,0,0,0,1,0,0,0,0
PBKSvsCSK_image_41.jpg,Train,1,10,1,0,0,0,0,0,0,0,0,0
KKRvsGT_image_121.jpg,Train,2,14,0,0,1,1,0,0,0,0,0,0
KKRvsCSK_image_131.jpg,Train,1,4,0,0,0,1,0,0,0,0,0,0
PBKSvsCSK_image_206.jpg,Train,1,11,0,0,0,0,0,0,1,0,0,0
KKRvsPBKS_image_233.jpg,Train,1,5,0,0,0,1,0,0,0,0,0,0
SRHvsMI_image_105.jpg,Train,2,10,0,0,0,0,0,0,0,0,0,2
RCBvsCSK_image_93.jpg,Train,1,10,0,0,0,0,0,0,0,0,1,0
SRHvsMI_image_187.jpg,Train,1,15,0,0,0,0,0,1,0,0,0,0
PBKSvsCSK_image_191.jpg,Train,2,12,1,0,0,0,0,0,1,0,0,0
KKRvsLSG_image_72.jpg,Train,2,8,0,0,0,1,1,0,0,0,0,0
MIvsKKR_image_22.jpg,Train,1,9,0,0,0,0,0,1,0,0,0,0
LSGvsMI_image_194.jpg,Train,1,8,0,0,0,0,1,0,0,0,0,0
GTvsSRH_image_235.jpg,Train,1,6,0,0,0,0,0,0,0,0,0,1
LSGvsMI_image_144.jpg,Train,1,5,0,0,0,0,0,1,0,0,0,0
KKRvsCSK_image_31.jpg,Train,2,5,1,0,0,1,0,0,0,0,0,0
KKRvsSRH_image_130.jpg,Train,1,14,0,0,0,0,0,0,0,0,0,1
SRHvsMI_image_157.jpg,Train,1,10,0,0,0,0,0,0,0,0,0,1
RRvsMI_image_148.jpg,Train,3,25,0,0,0,0,0,2,0,1,0,0
GTvsMI_image_231.jpg,Train,3,6,0,0,1,0,0,2,0,0,0,0
PBKSvsCSK_image_91.jpg,Train,2,3,1,0,0,0,0,0,1,0,0,0
RCBvsGT_image_108.jpg,Train,2,13,0,0,1,0,0,0,0,0,1,0
MIvsCSK_image_297.jpg,Train,3,7,1,0,0,0,0,2,0,0,0,0
KKRvsRR_image_2.jpg,Train,1,6,0,0,0,0,0,0,0,1,0,0
RRvsMI_image_130.jpg,Train,1,5,0,0,0,0,0,1,0,0,0,0
RRvsMI_image_134.jpg,Train,2,15,0,0,0,0,0,1,0,1,0,0
PBKSvsMI_image_14.jpg,Train,1,10,0,0,0,0,0,1,0,0,0,0
MIvsKKR_image_52.jpg,Train,1,5,0,0,0,1,0,0,0,0,0,0
PBKSvsCSK_image_44.jpg,Train,1,8,1,0,0,0,0,0,0,0,0,0
LSGvsMI_image_187.jpg,Train,1,6,0,0,0,0,1,0,0,0,0,0
RRvsLSG_image_47.jpg,Train,1,3,0,0,0,0,1,0,0,0,0,0
RCBvsSRH_image_91.jpg,Train,1,4,0,0,0,0,0,0,0,0,1,0
PBKSvsCSK_image_291.jpg,Train,1,24,1,0,0,0,0,0,0,0,0,0
PBKSvsMI_image_19.jpg,Train,1,6,0,0,0,0,0,1,0,0,0,0
KKRvsRCB_image_93.jpg,Train,1,2,0,0,0,1,0,0,0,0,0,0
RRvsLSG_image_28.jpg,Train,1,4,0,0,0,0,0,0,0,1,0,0
MIvsRCB_image_121.jpg,Train,3,6,0,0,0,0,0,2,0,0,1,0
RCBvsSRH_image_10.jpg,Train,2,9,0,0,0,0,0,0,0,0,1,1
GTvsRR_image_118.jpg,Train,1,7,0,0,1,0,0,0,0,0,0,0
PBKSvsCSK_image_29.jpg,Train,2,20,1,0,0,0,0,0,1,0,0,0
SRHvsRR_image_88.jpg,Train,1,4,0,0,0,0,0,0,0,0,0,1
SRHvsMI_image_191.jpg,Train,2,16,0,1,0,0,0,1,0,0,0,0
PBKSvsCSK_image_180.jpg,Train,1,4,0,0,0,0,0,0,1,0,0,0
KKRvsGT_image_200.jpg,Train,1,4,0,0,0,1,0,0,0,0,0,0
KKRvsRCB_image_55.jpg,Train,1,4,0,0,0,0,0,0,0,0,1,0
MIvsCSK_image_220.jpg,Train,2,11,2,0,0,0,0,0,0,0,0,0
PBKSvsDC_image_102.jpg,Train,1,6,0,1,0,0,0,0,0,0,0,0
KKRvsLSG_image_30.jpg,Train,1,7,0,0,0,0,1,0,0,0,0,0
MIvsDC_image_320.jpg,Train,1,21,0,0,0,0,0,1,0,0,0,0
SRHvsMI_image_163.jpg,Train,2,18,0,0,0,0,0,1,0,0,0,1
KKRvsRCB_image_4.jpg,Train,2,3,0,0,0,1,0,0,0,0,1,0
SRHvsMI_image_210.jpg,Train,1,14,0,0,0,0,0,1,0,0,0,0
KKRvsLSG_image_130.jpg,Train,2,8,0,0,0,2,0,0,0,0,0,0
KKRvsLSG_image_3.jpg,Train,1,6,0,0,0,1,0,0,0,0,0,0
KKRvsSRH_image_32.jpg,Train,1,15,0,0,0,1,0,0,0,0,0,0
MIvsDC_image_230.jpg,Train,1,6,0,0,0,0,0,1,0,0,0,0
RCBvsDC_image_63.jpg,Train,2,11,0,1,0,0,0,0,0,0,1,0
GTvsRR_image_145.jpg,Train,2,12,0,0,1,0,0,0,0,1,0,0
RRvsMI_image_49.jpg,Train,2,8,0,0,0,0,0,1,0,1,0,0
GTvsLSG_image_297.jpg,Train,3,6,0,0,0,0,3,0,0,0,0,0
SRHvsMI_image_3.jpg,Train,1,11,0,0,0,0,0,1,0,0,0,0
PBKSvsMI_image_110.jpg,Train,1,6,0,0,0,0,0,0,1,0,0,0
GTvsSRH_image_120.jpg,Train,1,8,0,0,0,0,0,0,0,0,0,1
KKRvsSRH_image_2.jpg,Train,3,23,0,0,0,2,0,0,0,0,0,1
KKRvsSRH_image_28.jpg,Train,1,14,0,0,0,1,0,0,0,0,0,0
SRHvsRR_image_93.jpg,Train,2,17,0,0,0,0,0,0,0,1,0,1
SRHvsMI_image_248.jpg,Train,1,32,0,0,0,0,0,0,0,0,0,1
MIvsDC_image_235.jpg,Train,2,36,0,1,0,0,0,1,0,0,0,0
MIvsKKR_image_33.jpg,Train,1,25,0,0,0,0,0,1,0,0,0,0
GTvsMI_image_217.jpg,Train,1,2,0,0,1,0,0,0,0,0,0,0
KKRvsCSK_image_152.jpg,Train,1,18,1,0,0,0,0,0,0,0,0,0
RRvsLSG_image_66.jpg,Train,2,16,0,0,0,0,2,0,0,0,0,0
RCBvsGT_image_4.jpg,Train,1,9,0,0,1,0,0,0,0,0,0,0
SRHvsDC_image_91.jpg,Train,2,8,0,1,0,0,0,0,0,0,0,1
RRvsMI_image_29.jpg,Train,1,12,0,0,0,0,0,1,0,0,0,0
KKRvsRCB_image_19.jpg,Train,2,5,0,0,0,1,0,0,0,0,1,0
KKRvsPBKS_image_38.jpg,Train,1,1,0,0,0,0,0,0,1,0,0,0
KKRvsPBKS_image_34.jpg,Train,1,7,0,0,0,1,0,0,0,0,0,0
RRvsMI_image_16.jpg,Train,2,10,0,0,0,0,0,1,0,1,0,0
RRvsMI_image_113.jpg,Train,2,13,0,0,0,0,0,1,0,1,0,0
RRvsCSK_image_151.jpg,Train,3,8,2,0,0,0,0,0,0,1,0,0
GTvsPBKS_image_79.jpg,Train,2,5,0,0,0,0,0,0,2,0,0,0
SRHvsPBKS_image_149.jpg,Train,1,3,0,0,0,0,0,0,1,0,0,0
RCBvsPBKS_image_86.jpg,Train,1,8,0,0,0,0,0,0,0,0,1,0
KKRvsRR_image_112.jpg,Train,4,24,0,0,0,1,0,0,0,3,0,0
RRvsMI_image_26.jpg,Train,2,12,0,0,0,0,0,0,0,2,0,0
SRHvsMI_image_8.jpg,Train,3,13,0,0,0,0,0,0,0,0,0,3
KKRvsSRH_image_233.jpg,Train,1,12,0,0,0,0,0,0,0,0,0,1
KKRvsPBKS_image_25.jpg,Train,1,4,0,0,0,1,0,0,0,0,0,0
RCBvsCSK_image_71.jpg,Train,1,4,1,0,0,0,0,0,0,0,0,0
MIvsRCB_image_135.jpg,Train,1,3,0,0,0,0,0,1,0,0,0,0
KKRvsCSK_image_328.jpg,Train,2,9,1,0,0,1,0,0,0,0,0,0
RRvsCSK_image_175.jpg,Train,1,12,1,0,0,0,0,0,0,0,0,0
KKRvsRR_image_12.jpg,Train,1,4,0,0,0,0,0,0,0,1,0,0
RCBvsGT_image_66.jpg,Train,1,9,0,0,0,0,0,0,0,0,1,0
GTvsLSG_image_2.jpg,Train,3,8,0,0,0,0,3,0,0,0,0,0
SRHvsMI_image_68.jpg,Train,1,19,0,0,0,0,0,1,0,0,0,0
KKRvsSRH_image_80.jpg,Train,1,12,0,0,0,1,0,0,0,0,0,0
MIvsDC_image_184.jpg,Train,1,3,0,1,0,0,0,0,0,0,0,0
KKRvsRR_image_41.jpg,Train,1,13,0,0,0,1,0,0,0,0,0,0
SRHvsDC_image_74.jpg,Train,1,5,0,0,0,0,0,0,0,0,0,1
KKRvsCSK_image_132.jpg,Train,1,12,0,0,0,1,0,0,0,0,0,0
KKRvsSRH_image_277.jpg,Train,1,11,0,0,0,1,0,0,0,0,0,0
SRHvsDC_image_35.jpg,Train,1,5,0,1,0,0,0,0,0,0,0,0
SRHvsRR_image_51.jpg,Train,2,6,0,0,0,0,0,0,0,1,0,1
KKRvsLSG_image_71.jpg,Train,2,10,0,0,0,1,1,0,0,0,0,0
KKRvsRR_image_111.jpg,Train,1,8,0,0,0,0,0,0,0,1,0,0
KKRvsCSK_image_147.jpg,Train,1,4,1,0,0,0,0,0,0,0,0,0
SRHvsDC_image_181.jpg,Train,1,8,0,1,0,0,0,0,0,0,0,0
SRHvsRR_image_2.jpg,Train,1,6,0,0,0,0,0,0,0,0,0,1
MIvsDC_image_240.jpg,Train,1,6,0,1,0,0,0,0,0,0,0,0
KKRvsCSK_image_302.jpg,Train,1,19,1,0,0,0,0,0,0,0,0,0
SRHvsPBKS_image_139.jpg,Train,1,5,0,0,0,0,0,0,0,0,0,1
SRHvsDC_image_56.jpg,Train,2,10,0,1,0,0,0,0,0,0,0,1
KKRvsPBKS_image_153.jpg,Train,2,9,0,0,0,1,0,0,1,0,0,0
KKRvsRR_image_64.jpg,Train,1,4,0,0,0,0,0,0,0,1,0,0
KKRvsPBKS_image_199.jpg,Train,1,5,0,0,0,0,0,0,1,0,0,0
KKRvsPBKS_image_216.jpg,Train,1,3,0,0,0,0,0,0,1,0,0,0
LSGvsMI_image_0.jpg,Train,1,14,0,0,0,0,0,1,0,0,0,0
GTvsMI_image_0.jpg,Train,1,11,0,0,1,0,0,0,0,0,0,0
SRHvsMI_image_119.jpg,Train,1,13,0,0,0,0,0,1,0,0,0,0
PBKSvsCSK_image_82.jpg,Train,1,19,0,0,0,0,0,0,1,0,0,0
SRHvsMI_image_78.jpg,Train,1,28,0,0,0,0,0,1,0,0,0,0
GTvsPBKS_image_61.jpg,Train,1,4,0,0,1,0,0,0,0,0,0,0
KKRvsPBKS_image_200.jpg,Train,1,7,0,0,0,1,0,0,0,0,0,0
PBKSvsCSK_image_87.jpg,Train,2,11,1,0,0,0,0,0,1,0,0,0
KKRvsSRH_image_104.jpg,Train,1,18,0,0,0,1,0,0,0,0,0,0
GTvsPBKS_image_58.jpg,Train,1,3,0,0,0,0,0,0,1,0,0,0
GTvsLSG_image_9.jpg,Train,2,3,0,0,2,0,0,0,0,0,0,0
SRHvsMI_image_80.jpg,Train,1,10,0,0,0,0,0,1,0,0,0,0
SRHvsMI_image_180.jpg,Train,2,22,0,0,0,0,0,1,0,0,0,1
MIvsDC_image_69.jpg,Train,3,12,0,1,0,0,0,2,0,0,0,0
KKRvsSRH_image_106.jpg,Train,1,6,0,0,0,0,0,0,0,0,0,1
KKRvsSRH_image_174.jpg,Train,1,11,0,0,0,0,0,0,0,0,0,1
SRHvsMI_image_73.jpg,Train,1,13,0,0,0,0,0,1,0,0,0,0
KKRvsSRH_image_127.jpg,Train,1,12,0,0,0,1,0,0,0,0,0,0
GTvsMI_image_267.jpg,Train,1,2,0,0,0,0,0,1,0,0,0,0
MIvsRCB_image_1.jpg,Train,1,6,0,0,0,0,0,1,0,0,0,0
SRHvsPBKS_image_21.jpg,Train,1,6,0,0,0,0,0,0,0,0,0,1
MIvsKKR_image_16.jpg,Train,4,15,0,0,0,2,0,2,0,0,0,0
RCBvsDC_image_82.jpg,Train,1,9,0,1,0,0,0,0,0,0,0,0
KKRvsCSK_image_39.jpg,Train,1,5,1,0,0,0,0,0,0,0,0,0
GTvsMI_image_113.jpg,Train,1,3,0,0,1,0,0,0,0,0,0,0
SRHvsMI_image_307.jpg,Train,1,14,0,0,0,0,0,1,0,0,0,0
SRHvsMI_image_91.jpg,Train,2,22,0,0,0,0,0,1,0,0,0,1
RCBvsCSK_image_55.jpg,Train,1,4,1,0,0,0,0,0,0,0,0,0
KKRvsLSG_image_33.jpg,Train,1,10,0,0,0,1,0,0,0,0,0,0
GTvsRR_image_79.jpg,Train,2,12,0,0,0,0,0,0,0,2,0,0
GTvsSRH_image_64.jpg,Train,1,3,0,0,1,0,0,0,0,0,0,0
LSGvsRCB_image_23.jpg,Train,3,14,0,0,0,0,0,0,0,0,3,0
MIvsDC_image_321.jpg,Train,1,4,0,0,0,0,0,1,0,0,0,0
MIvsDC_image_190.jpg,Train,2,9,0,1,0,0,0,1,0,0,0,0
GTvsSRH_image_39.jpg,Train,2,19,0,0,1,0,0,0,0,0,0,1
GTvsSRH_image_34.jpg,Train,1,5,0,0,1,0,0,0,0,0,0,0
RRvsMI_image_68.jpg,Train,2,17,0,0,0,0,0,1,0,1,0,0
GTvsLSG_image_20.jpg,Train,1,3,0,0,1,0,0,0,0,0,0,0
SRHvsPBKS_image_74.jpg,Train,3,16,0,0,0,0,0,0,1,0,0,2
GTvsRR_image_114.jpg,Train,3,16,0,0,3,0,0,0,0,0,0,0
SRHvsPBKS_image_45.jpg,Train,1,9,0,0,0,0,0,0,1,0,0,0
RCBvsGT_image_14.jpg,Train,3,15,0,0,0,0,0,0,0,0,3,0
RRvsLSG_image_54.jpg,Train,1,8,0,0,0,0,0,0,0,1,0,0
KKRvsPBKS_image_176.jpg,Train,2,7,0,0,0,1,0,0,1,0,0,0
GTvsMI_image_63.jpg,Train,2,22,0,0,1,0,0,1,0,0,0,0
SRHvsDC_image_164.jpg,Train,1,7,0,1,0,0,0,0,0,0,0,0
PBKSvsCSK_image_81.jpg,Train,2,12,1,0,0,0,0,0,1,0,0,0
SRHvsRR_image_131.jpg,Train,2,24,0,0,0,0,0,0,0,0,0,2
SRHvsPBKS_image_104.jpg,Train,1,9,0,0,0,0,0,0,0,0,0,1
